"...1","Date","Region_Name","Area_Code","Detached_Average_Price","Detached_Index","Detached_Monthly_Change","Detached_Annual_Change","Semi_Detached_Average_Price","Semi_Detached_Index","Semi_Detached_Monthly_Change","Semi_Detached_Annual_Change","Terraced_Average_Price","Terraced_Index","Terraced_Monthly_Change","Terraced_Annual_Change","Flat_Average_Price","Flat_Index","Flat_Monthly_Change","Flat_Annual_Change","Average_Price"
62769,"2009-02-01","Croydon","E09000008",409722.8124,69.35140271,-1.017271592,-15.38149878,258762.4369,68.34203957,-1.032750626,-16.45605932,191141.8111,68.49291005,-1.356165003,-17.20042808,162586.9889,75.76564026,-0.75388422,-17.53922245,255553.512325
63171,"2009-03-01","Croydon","E09000008",405125.2495,68.57319991,-1.12211544,-16.14937817,255491.479,67.47814318,-1.264077576,-17.17555233,188152.4981,67.42173286,-1.563924195,-18.00291988,161303.5398,75.16755218,-0.789392224,-17.23430845,252518.1916
63568,"2009-04-01","Croydon","E09000008",401577.4088,67.9726775,-0.875739233,-16.44340772,256053.7412,67.62664288,0.220070819,-16.54880849,188618.3091,67.5886495,0.247570976,-17.49608479,161588.2774,75.30024008,0.176522837,-16.19822542,251959.434125
63957,"2009-05-01","Croydon","E09000008",395401.6274,66.92733883,-1.537880673,-17.27718723,253239.705,66.8834246,-1.099002183,-17.13501983,187230.042,67.09118403,-0.736019255,-17.84320089,159675.5733,74.40891874,-1.183689909,-16.75298166,248886.736925
64356,"2009-06-01","Croydon","E09000008",392680.0145,66.4666672,-0.688316064,-16.94648837,252314.4669,66.63905892,-0.365360596,-16.51296338,186940.4105,66.98739876,-0.154692856,-17.06936651,158201.1339,73.72182903,-0.923396984,-16.67018671,247534.00645
64744,"2009-07-01","Croydon","E09000008",396148.9889,67.05384037,0.883409965,-15.554283,254069.9137,67.10269197,0.695737693,-15.44681046,188262.9091,67.46129703,0.707443913,-15.68261118,157598.5779,73.44103755,-0.380879696,-16.34603525,249020.0974
65123,"2009-08-01","Croydon","E09000008",401055.5732,67.88434942,1.238570458,-15.01573543,256378.8511,67.71250802,0.908780308,-14.93272608,189952.3274,68.06667573,0.897371861,-15.07952566,157785.5566,73.52816977,0.118642418,-16.52501188,251293.077075
65519,"2009-09-01","Croydon","E09000008",407899.2027,69.04273087,1.706404287,-12.3113367,260352.1799,68.76190839,1.549788066,-11.51782654,192628.0723,69.02549031,1.408640228,-11.66558814,158890.4421,74.0430471,0.700244998,-13.97149289,254942.47425
65918,"2009-10-01","Croydon","E09000008",411173.1901,69.59689972,0.802646185,-9.172440398,262302.0687,69.27689572,0.748942754,-8.164246238,193987.3061,69.5125521,0.705625983,-8.41810785,159396.0928,74.27868064,0.318238574,-11.51173274,256714.664425
66318,"2009-11-01","Croydon","E09000008",414920.3358,70.23115732,0.911330259,-4.354146251,264376.7101,69.82483161,0.790935973,-3.327329694,196115.9175,70.2753093,1.097294195,-3.255677637,159759.2335,74.44790443,0.227822833,-7.152985347,258793.049225
66715,"2009-12-01","Croydon","E09000008",420042.3632,71.09813318,1.23446044,-0.604622976,269242.4574,71.10992962,1.840459886,0.374556103,200260.6889,71.76052831,2.113429349,0.558023528,162565.7081,75.75572339,1.756690087,-3.429008713,263027.8044
67102,"2010-01-01","Croydon","E09000008",425765.6275,72.06687692,1.362544555,2.858425734,272303.0942,71.91827787,1.136758605,4.146059802,202384.6762,72.52162852,1.060611206,4.446015675,162559.6949,75.75292124,-0.003698932,-0.770544984,265753.2732
67488,"2010-02-01","Croydon","E09000008",438328.3956,74.19330377,2.950629943,6.9816916,281161.5457,74.25789351,3.253158599,8.656244347,208124.5108,74.57841542,2.836101373,8.884869047,166057.3472,77.38282945,2.151611037,2.134462519,273417.949825
67899,"2010-03-01","Croydon","E09000008",446537.8852,75.58287643,1.872908457,10.22218086,284096.9591,75.03316884,1.044030868,11.19625601,209590.1883,75.1036198,0.704231087,11.39378449,167008.1621,77.82590981,0.572582265,3.536576017,276808.298675
68296,"2010-04-01","Croydon","E09000008",451472.8035,76.41818141,1.105151086,12.42485102,288119.972,76.09569132,1.416070381,12.52324244,212675.6668,76.20925651,1.472148356,12.7545188,170070.236,79.25283818,1.833487554,5.249117525,280584.669575
68691,"2010-05-01","Croydon","E09000008",446004.7942,75.4926432,-1.211149221,12.79791565,284195.3703,75.05916035,-1.36214147,12.22385936,210027.6041,75.26036148,-1.245117819,12.17623085,168537.1252,78.53840756,-0.901457457,5.549722926,277191.22345
69056,"2010-06-01","Croydon","E09000008",443291.6113,75.03339849,-0.608330416,12.88876311,283320.6628,74.82814035,-0.307783893,12.2887111,209761.197,75.16489833,-0.126843857,12.20751921,167245.9512,77.93671964,-0.766106597,5.717289801,275904.855575
69468,"2010-07-01","Croydon","E09000008",443398.7168,75.05152761,0.024161405,11.92726204,281697.8208,74.39952971,-0.572793377,10.87413564,208608.6739,74.7519083,-0.549445343,10.80710212,165409.1933,77.08078931,-1.098237563,4.95601898,274778.6012
69860,"2010-08-01","Croydon","E09000008",449429.7426,76.07236434,1.360181148,12.0617123,285492.85,75.40183916,1.347198637,11.35585044,210569.986,75.45471619,0.940187226,10.85412264,166178.5294,77.43930044,0.465110876,5.319227561,277917.777
70243,"2010-09-01","Croydon","E09000008",454796.1101,76.98069823,1.194039243,11.49718045,287303.2191,75.87997779,0.634120643,10.35176243,211298.0756,75.71561661,0.345770854,9.692254659,166560.8125,77.61744457,0.230043571,4.827458638,279989.554325
70641,"2010-10-01","Croydon","E09000008",454665.8665,76.95865265,-0.028637795,10.57770241,287595.2743,75.95711283,0.101654014,9.64277779,211082.7286,75.63845009,-0.101916252,8.812650094,166739.59,77.70075501,0.107334682,4.607074794,280020.86485
71025,"2010-11-01","Croydon","E09000008",449308.049,76.05176597,-1.178407689,8.28778689,283065.1686,74.76066149,-1.575166964,7.06887473,207601.7173,74.39107994,-1.649121777,5.856638238,164766.6794,76.78137744,-1.183228624,3.134370299,276185.403575
71449,"2010-12-01","Croydon","E09000008",442237.6162,74.85499484,-1.573627007,5.28405107,279448.4791,73.80545355,-1.277687908,3.790643505,204482.0597,73.27319564,-1.502712829,2.107937829,162687.5383,75.81249633,-1.261869916,0.074942119,272213.923325
71835,"2011-01-01","Croydon","E09000008",442267.7734,74.86009938,0.00681923,3.875875546,278215.7581,73.4798782,-0.441126422,2.171353896,203489.3667,72.91747842,-0.485467044,0.545837027,161965.6811,75.47611041,-0.443707746,-0.365412735,271484.644825
72223,"2011-02-01","Croydon","E09000008",444364.0044,75.21491623,0.473973261,1.37696047,278143.4575,73.4607828,-0.025987242,-1.073435655,203484.4363,72.91571169,-0.00242292,-2.229470449,161965.564,75.47605586,-7.23e-05,-2.464078401,271989.36555
72627,"2011-03-01","Croydon","E09000008",446596.4718,75.59279304,0.502396098,0.013120177,277152.3153,73.19901112,-0.356342086,-2.444462562,202776.0384,72.66186752,-0.348133703,-3.251177895,161393.0527,75.20926524,-0.353477167,-3.362176651,271979.46955
73013,"2011-04-01","Croydon","E09000008",446767.4792,75.62173848,0.038291271,-1.042216546,277630.5901,73.32532883,0.172567516,-3.640629894,203150.9263,72.7962032,0.184877825,-4.478528549,161877.6869,75.43510507,0.300281922,-4.81715633,272356.670625
73392,"2011-05-01","Croydon","E09000008",441809.0717,74.78245761,-1.109840751,-0.940734835,276533.0226,73.03544903,-0.395333797,-2.696155026,202747.8644,72.65177176,-0.198405182,-3.466087148,162096.6858,75.5371587,0.135286653,-3.82137728,270796.661125
73812,"2011-06-01","Croydon","E09000008",438370.7802,74.20047796,-0.778230172,-1.11006638,277484.2167,73.28666998,0.343971264,-2.06001426,203752.769,73.01186485,0.495642551,-2.864413475,163049.7957,75.98130854,0.587988548,-2.508972802,270664.3904
74202,"2011-07-01","Croydon","E09000008",438668.1894,74.25081868,0.0678442,-1.066878928,278763.5527,73.62455686,0.4610482,-1.041636768,204859.6791,73.40851009,0.543261341,-1.797142357,164247.0358,76.53922315,0.734278766,-0.702595496,271634.61425
74589,"2011-08-01","Croydon","E09000008",442844.2402,74.95767457,0.951983969,-1.465301864,280817.2213,74.16695359,0.736706279,-1.637739327,205740.7437,73.72422688,0.430082002,-2.293414378,163518.614,76.19977815,-0.443491569,-1.600637251,273230.2048
74982,"2011-09-01","Croydon","E09000008",449501.4583,76.08450324,1.503286594,-1.164181416,283455.6268,74.86378585,0.939545476,-1.339209595,207485.3341,74.34937568,0.847955722,-1.80443743,164074.2251,76.45869326,0.339784598,-1.492900621,276129.161075
75374,"2011-10-01","Croydon","E09000008",450366.3492,76.23089831,0.192411148,-0.945643299,283330.7071,74.83079316,-0.044070293,-1.482836346,206576.5637,74.02373094,-0.437992569,-2.13478614,162600.5419,75.77195597,-0.89818078,-2.482342722,275718.540475
75779,"2011-11-01","Croydon","E09000008",454035.5295,76.85195917,0.814710143,1.052169122,285506.0548,75.40532671,0.767776918,0.862305411,208416.3425,74.68298912,0.890603832,0.392398105,164666.2383,76.73457181,1.270411754,-0.060959609,278156.041275
76165,"2011-12-01","Croydon","E09000008",449754.936,76.12740794,-0.942788236,1.699837265,284208.2869,75.06257176,-0.454550056,1.703286336,207337.7348,74.29648562,-0.517525493,1.396540677,164387.7328,76.60478805,-0.169133355,1.045067447,276422.172625
76554,"2012-01-01","Croydon","E09000008",446877.0791,75.64028981,-0.639872211,1.042197967,283484.7821,74.87148609,-0.254568503,1.893862553,207068.3489,74.19995505,-0.129926157,1.758805513,163892.0992,76.37382247,-0.301502801,1.18939894,275330.577325
76948,"2012-02-01","Croydon","E09000008",448685.4571,75.94638346,0.404670113,0.97250288,284984.2113,75.26750203,0.528927569,2.459433663,208261.4488,74.62748518,0.576186514,2.347605829,163647.9264,76.2600378,-0.148983868,1.038716086,276394.7609
77348,"2012-03-01","Croydon","E09000008",447745.9544,75.78735929,-0.209390046,0.257387308,285106.056,75.29968257,0.042754905,2.869808518,209057.0578,74.9125802,0.382024144,3.097515593,163840.5615,76.3498059,0.117713166,1.516489569,276437.407425
77735,"2012-04-01","Croydon","E09000008",453459.7384,76.75449835,1.276121858,1.497928895,288564.151,76.21300394,1.21291529,3.938168639,212105.7326,76.00502883,1.458297964,4.407957403,166305.6842,77.49855464,1.504586324,2.735396963,280108.82655
78133,"2012-05-01","Croydon","E09000008",452487.0263,76.58985302,-0.214509031,2.41687084,288811.9683,76.27845526,0.085879463,4.440318055,212575.935,76.17351907,0.221683019,4.847434859,167427.2627,78.02121093,0.67440779,3.288516906,280325.548075
78541,"2012-06-01","Croydon","E09000008",455540.3509,77.10667155,0.674787202,3.916677717,290560.3182,76.74021392,0.60535922,4.712376664,214552.5921,76.88182562,0.929859298,5.300454621,168198.6734,78.38068882,0.460743799,3.157855963,282212.98365
78927,"2012-07-01","Croydon","E09000008",453183.8106,76.70779365,-0.5173066,3.309020706,289085.3378,76.35065519,-0.507633101,3.702702535,213904.7347,76.64967528,-0.301957365,4.415244486,167232.0491,77.93024127,-0.574692002,1.817392522,280851.48305
79315,"2012-08-01","Croydon","E09000008",453082.9704,76.69072501,-0.0222515,2.312038692,289018.4011,76.33297644,-0.023154678,2.920468951,214249.2927,76.77314266,0.161080097,4.135568325,166307.3771,77.49934354,-0.552927491,1.705471359,280664.510325
79711,"2012-09-01","Croydon","E09000008",456921.5685,77.34046224,0.84721748,1.650742188,290509.4944,76.7267908,0.51591642,2.488526238,215016.06,77.04790265,0.357885557,3.629522022,166854.9319,77.7545044,0.329242605,1.694785883,282325.5137
80104,"2012-10-01","Croydon","E09000008",457512.2423,77.44044216,0.12927247,1.586684508,291338.4887,76.9457374,0.285358734,2.826302052,215689.4764,77.28921172,0.313193564,4.411397177,167225.5134,77.92719561,0.222098008,2.844376399,282941.4302
80484,"2012-11-01","Croydon","E09000008",459430.9737,77.7652147,0.419383626,1.188330834,292403.2777,77.22696003,0.365481754,2.415788639,216467.3452,77.56794976,0.360642884,3.862942109,167800.009,78.19491095,0.343545457,1.903104564,284025.4014
80900,"2012-12-01","Croydon","E09000008",464553.8404,78.6323326,1.115045987,3.290437348,295683.1439,78.0932092,1.121692689,4.037481483,218785.4318,78.39860266,1.070871281,5.521280052,169296.4836,78.89226907,0.891820341,2.986080992,287079.724925
81273,"2013-01-01","Croydon","E09000008",464063.7638,78.54938018,-0.105494038,3.845953494,295398.8432,78.01812222,-0.096150451,4.202716271,217773.4112,78.03595968,-0.462563065,5.169820691,168084.9663,78.32770123,-0.715618709,2.558309504,286330.246125
81666,"2013-02-01","Croydon","E09000008",461436.35,78.10465311,-0.566175152,2.841833345,293424.3887,77.4966468,-0.668402934,2.961629813,215901.1942,77.36507774,-0.859708706,3.668343571,166838.3186,77.74676262,-0.741677085,1.949546402,284400.062875
82064,"2013-03-01","Croydon","E09000008",460946.4906,78.02173745,-0.106159695,2.948220093,292799.6171,77.33163769,-0.212924201,2.698490942,214685.1175,76.92931417,-0.563256165,2.692116555,166344.6578,77.51671635,-0.29589177,1.528373822,283693.97075
82480,"2013-04-01","Croydon","E09000008",462153.413,78.2260262,0.261835693,1.917187767,293398.0654,77.48969455,0.204388352,1.67516112,216034.0086,77.41266984,0.628311424,1.852036677,167701.9966,78.14923711,0.815979825,0.839605947,284821.8709
82851,"2013-05-01","Croydon","E09000008",472268.9573,79.93822567,2.188784928,4.371822797,300638.8659,79.40207054,2.467910088,4.095016437,221507.3877,79.37397629,2.53357293,4.201535198,171971.966,80.13904556,2.546164907,2.71443446,291596.794225
83240,"2013-06-01","Croydon","E09000008",479074.332,81.09013195,1.440995552,5.166168276,306394.8973,80.9223025,1.9145999,5.449670217,226458.8561,81.14826354,2.235351352,5.549345224,175008.1523,81.55391031,1.765512344,4.048473589,296734.059425
83651,"2013-07-01","Croydon","E09000008",486544.7546,82.35460704,1.559345205,7.361459796,311152.2052,82.17876046,1.552672032,7.633340218,230006.6492,82.41956399,1.566639129,7.527610105,177322.714,82.63249752,1.322545063,6.033930056,301256.58075
84034,"2013-08-01","Croydon","E09000008",490567.5291,83.03551873,0.826804623,8.273221725,313804.02,82.87913427,0.852256475,8.575792704,232001.4659,83.13437778,0.867286552,8.285755807,178638.2276,83.24552772,0.741875427,7.414493993,303752.81065
84435,"2013-09-01","Croydon","E09000008",493123.8947,83.46821991,0.521103714,7.923094186,313852.4669,82.89192962,0.015438569,8.035183999,231732.7241,83.03807804,-0.115836243,7.774611886,178473.8284,83.16891757,-0.092029138,6.963472039,304295.728525
84839,"2013-10-01","Croydon","E09000008",498736.3846,84.4182135,1.138150053,9.010500374,316975.5294,83.7167652,0.995073446,8.799743856,233389.7546,83.631851,0.715061058,8.206370776,180028.0096,83.89316699,0.870817418,7.655827136,307282.41955
85239,"2013-11-01","Croydon","E09000008",501028.0322,84.80610739,0.459490762,9.054038771,318332.8295,84.07524325,0.428203417,8.867736365,234232.2103,83.93373286,0.360965172,8.206718259,180554.2088,84.13837614,0.292287391,7.600833768,308536.8202
85626,"2013-12-01","Croydon","E09000008",503557.4323,85.23424427,0.504842036,8.395924989,322189.5223,85.09383875,1.211528464,8.964453669,237512.0121,85.10900249,1.40023515,8.55933601,183247.7554,85.39357059,1.491821578,8.240733347,311626.680525
86003,"2014-01-01","Croydon","E09000008",509109.2743,86.17397234,1.102524087,9.706750253,326121.4392,86.13230177,1.220373924,10.40037791,240455.5317,86.16377028,1.239314011,10.41546825,185713.5696,86.54264159,1.3456177,10.48791198,315349.9537
86411,"2014-02-01","Croydon","E09000008",517293.2062,87.55921899,1.607500054,12.10499696,331051.9005,87.43449148,1.511848265,12.82358023,244210.8075,87.50941915,1.561733977,13.11230042,188646.568,87.90942072,1.579312931,13.07148717,320300.62055
86783,"2014-03-01","Croydon","E09000008",525708.0517,88.98355106,1.62670714,14.04969175,336122.103,88.77358838,1.531543072,14.79595031,247668.1731,88.74831625,1.415729994,15.36345697,191821.2411,89.38882038,1.682868166,15.31554043,325329.892225
87192,"2014-04-01","Croydon","E09000008",541249.0574,91.61408691,2.956204627,17.11458623,346900.2926,91.62022822,3.206629242,18.2353715,256321.1191,91.8489746,3.493765835,18.64850391,198059.056,92.2956461,3.251889563,18.10178769,335632.381275
87575,"2014-05-01","Croydon","E09000008",549463.2644,93.00445806,1.517639041,16.34541207,353516.9512,93.3677614,1.907366104,17.58857265,261847.6816,93.82933851,2.156108891,18.21171485,202214.3839,94.23203153,2.098024671,17.58566734,341760.570275
87989,"2014-06-01","Croydon","E09000008",556287.1969,94.1595055,1.24192696,16.11709494,358277.0479,94.62495591,1.346497429,16.93309877,265600.4822,95.17410048,1.433199885,17.28421082,204290.7993,95.19964243,1.026838629,16.73216167,346113.881575
88386,"2014-07-01","Croydon","E09000008",561217.7446,94.9940707,0.88633133,15.34760971,361542.9768,95.48752408,0.911565206,16.19489458,267750.2611,95.94444272,0.809403226,16.40979165,205488.567,95.75780294,0.586305266,15.88395101,348999.887375
88761,"2014-08-01","Croydon","E09000008",579098.0015,98.02055802,3.185974972,18.04654142,372374.309,98.34819946,2.995862972,18.6646076,275450.433,98.70368821,2.875878388,18.72788472,210320.1306,98.00931468,2.351256678,17.73523139,359310.718525
89160,"2014-09-01","Croydon","E09000008",594413.1319,100.6128613,2.644652615,20.54032227,381280.0732,100.7003109,2.391616194,21.4838542,281988.3922,101.0464716,2.373551979,21.68691032,215046.2399,100.2116846,2.247102684,20.49175046,368181.9593
89557,"2014-10-01","Croydon","E09000008",603433.2629,102.1396465,1.517485155,20.99242838,386787.1245,102.1547844,1.444358525,22.02428535,285731.5836,102.3877902,1.327427481,22.42678951,218138.6153,101.6527335,1.438004857,21.16926462,373522.646575
89959,"2014-11-01","Croydon","E09000008",597913.4884,101.2053463,-0.914728249,19.33733244,382901.6748,101.1285939,-1.004544734,20.28343902,282666.8816,101.2895984,-1.072580767,20.67805756,216186.8709,100.7432194,-0.894726707,19.73516007,369917.228925
90330,"2014-12-01","Croydon","E09000008",594232.108,100.5822204,-0.615704525,18.00681905,380493.8072,100.4926493,-0.6288475,18.09626969,280752.1389,100.603478,-0.677384863,18.20544842,215426.1797,100.3887368,-0.351867403,17.56006466,367726.05845
90744,"2015-01-01","Croydon","E09000008",590792.3941,100,-0.57885022,16.04431974,378628.4965,100,-0.49023417,16.10046167,279068.0247,100,-0.599858026,16.05805976,214591.9817,100,-0.387231497,15.54997416,365770.22425
91142,"2015-02-01","Croydon","E09000008",592938.5047,100.3632597,0.363259685,14.62329249,379702.7657,100.2837265,0.283726459,14.69584229,279423.3188,100.1273145,0.127314523,14.41889969,216261.5638,100.7780263,0.77802631,14.63848298,367081.53825
91535,"2015-03-01","Croydon","E09000008",598365.8805,101.2819201,0.915335354,13.82094654,383346.1665,101.2459892,0.95954023,14.04967514,281445.638,100.8519834,0.723747449,13.63819357,218402.2587,101.7755915,0.989863775,13.85718153,370389.985925
91930,"2015-04-01","Croydon","E09000008",605130.5006,102.4269281,1.130515682,11.80259666,387089.1518,102.2345532,0.976398251,11.58513268,284938.24,102.1035069,1.240950842,11.16455833,220495.8994,102.7512294,0.958616809,11.32836028,374413.44795
92320,"2015-05-01","Croydon","E09000008",607205.7661,102.7781962,0.342945121,10.50889212,389651.8017,102.9113776,0.662030913,10.2215326,286968.7678,102.8311173,0.712620323,9.593778364,221606.7894,103.2689049,0.503814356,9.590022825,376358.28125
92722,"2015-06-01","Croydon","E09000008",612376.1303,103.6533538,0.851501163,10.08272952,393573.8153,103.947225,1.006543186,9.851808156,290428.8614,104.0709919,1.205738744,9.348017353,222377.2774,103.6279527,0.347682453,8.853300368,379689.0211
93104,"2015-07-01","Croydon","E09000008",624428.6142,105.6934078,1.968150505,11.26316305,402410.4243,106.2810718,2.245222788,11.3036209,296659.1615,106.30353,2.145206928,10.79696439,226961.8799,105.7643804,2.061632649,10.44988207,387615.019975
93498,"2015-08-01","Croydon","E09000008",639679.117,108.2747719,2.442313259,10.46128901,411831.6268,108.7693163,2.341192457,10.59614396,304029.8103,108.9446957,2.484551227,10.3755064,231505.8444,107.8818708,2.002082697,10.07307942,396761.599625
93893,"2015-09-01","Croydon","E09000008",657055.2447,111.2159282,2.716381889,10.53848064,420843.4213,111.1494315,2.188223023,10.37645311,310370.5316,111.2168017,2.085559066,10.06500273,236794.1707,110.3462342,2.284316536,10.11314161,406265.842075
94289,"2015-10-01","Croydon","E09000008",665667.6667,112.6737031,1.310764326,10.31338689,425323.6318,112.3327049,1.064580728,9.963234038,313566.8511,112.362157,1.02984118,9.741753934,238635.1862,111.2041569,0.777498581,9.396127451,410798.33395
94679,"2015-11-01","Croydon","E09000008",673580.4307,114.0130508,1.188695868,12.65516583,429956.1531,113.5562053,1.089175617,12.288919,316513.6135,113.4180868,0.939755738,11.97407051,240914.7561,112.266438,0.955253023,11.43820489,415241.23835
95066,"2015-12-01","Croydon","E09000008",681160.8643,115.2961468,1.125393981,14.6287548,435727.4014,115.0804562,1.342287641,14.51629241,320391.7727,114.8077692,1.225274057,14.11908536,243764.4582,113.5944011,1.182867428,13.15452516,420261.12415
95473,"2016-01-01","Croydon","E09000008",685479.0773,116.0270656,0.633949073,16.02706563,439720.5603,116.135094,0.916435125,16.13509396,322189.4232,115.4519313,0.561078838,15.45193127,245527.1047,114.4157956,0.723094134,14.41579559,423229.041375
95850,"2016-02-01","Croydon","E09000008",695927.1285,117.7955466,1.524196954,17.36919241,446684.721,117.9744063,1.583769623,17.64062956,326749.2453,117.0858777,1.415261257,16.93700069,249275.633,116.1626123,1.526726884,15.26581644,429659.18195
96261,"2016-03-01","Croydon","E09000008",704707.1142,119.2816839,1.261624289,17.77194157,451644.8972,119.284444,1.110442328,17.81646396,330468.2523,118.4185303,1.138183828,17.41814742,252733.7018,117.7740747,1.387247018,15.71937418,434888.491375
96652,"2016-04-01","Croydon","E09000008",714792.2041,120.9887285,1.431103745,18.12199291,458314.5166,121.0459648,1.476739683,18.40024905,337112.4976,120.7993997,2.010554791,18.3107262,257540.7563,120.0141653,1.90202354,16.80071204,441939.99365
97040,"2016-05-01","Croydon","E09000008",718355.3189,121.5918363,0.498482605,18.30508856,462256.9531,122.0872061,0.860203275,18.63334207,341623.2259,122.4157541,1.338048366,19.04543858,262092.196,122.1351392,1.76726965,18.26903842,446081.923475
97445,"2016-06-01","Croydon","E09000008",726983.6406,123.0523022,1.20112171,18.71521666,468739.8085,123.7994004,1.402435449,19.09832332,347279.9865,124.4427726,1.655847795,19.57489013,266772.3173,124.3160789,1.785677497,19.9638515,452443.938225
97816,"2016-07-01","Croydon","E09000008",738477.2097,124.997752,1.580994183,18.26447558,475811.8101,125.6671947,1.508726475,18.24043025,351903.9472,126.0997023,1.331479177,18.62231053,271079.0139,126.3230024,1.614371628,19.43814415,459317.995225
98218,"2016-08-01","Croydon","E09000008",753813.5456,127.5936445,2.076751417,17.84245365,483860.7025,127.7929968,1.691612581,17.48993493,357300.1995,128.0333714,1.533444641,17.52143774,275076.0105,128.1856055,1.474476566,18.82035361,467512.614525
98615,"2016-09-01","Croydon","E09000008",753473.5908,127.5361024,-0.045097996,14.67431754,484100.5635,127.8563467,0.049572321,15.03104183,356355.5247,127.6948608,-0.264392453,14.81616102,274370.6216,127.8568938,-0.256434175,15.86885137,467075.07515
99022,"2016-10-01","Croydon","E09000008",753678.7798,127.5708335,0.027232413,13.22147936,482980.6447,127.5605637,-0.231340109,13.55603325,354324.7765,126.9671715,-0.569865777,12.99816141,273957.3831,127.6643244,-0.150613236,14.80175553,466235.396025
99409,"2016-11-01","Croydon","E09000008",747523.39,126.5289464,-0.816712632,10.9775991,477529.0163,126.120728,-1.128746778,11.06458481,349091.2503,125.0918129,-1.477042113,10.29264948,270824.7036,126.2044937,-1.143491525,12.41515799,461242.09005
99793,"2016-12-01","Croydon","E09000008",747550.7441,126.5335765,0.003659288,9.746578702,476285.3186,125.7922536,-0.260444425,9.308094248,348177.6913,124.7644522,-0.261696333,8.672481933,271490.1958,126.5146134,0.245728004,11.37398689,460875.98745
100179,"2017-01-01","Croydon","E09000008",745633.3057,126.2090228,-0.256496086,8.775501739,474884.6245,125.4223147,-0.294087183,7.996911522,347873.4792,124.6554422,-0.087372665,7.971725387,271618.9229,126.5746004,0.047415037,10.62685859,460002.583075
100594,"2017-02-01","Croydon","E09000008",750234.942,126.9879151,0.617144685,7.803663807,478292.4668,126.3223638,0.717614799,7.076074992,351312.6759,125.8878287,0.98863434,7.517517176,275590.9608,128.4255727,1.462356839,10.55671887,463857.761375
100999,"2017-03-01","Croydon","E09000008",752452.2072,127.3632187,0.295542783,6.775168296,479637.4206,126.677581,0.281199025,6.197905379,352292.6835,126.2390003,0.278955957,6.604093146,277278.1462,129.2118023,0.612206364,9.711583469,465415.114375
101374,"2017-04-01","Croydon","E09000008",753628.1158,127.5622579,0.156271867,5.77826289,479521.9273,126.647078,-0.024083617,5.499262312,352476.5502,126.3048863,0.052185202,5.070779785,278522.2209,129.7915419,0.448668238,7.906430434,466037.20355
101779,"2017-05-01","Croydon","E09000008",749021.7968,126.782573,-0.611219097,4.387535059,478887.072,126.4794056,-0.132393384,3.96670724,351416.4593,125.925018,-0.300754993,3.126425218,278316.89,129.6958575,-0.073721562,6.105872496,464410.554525
102165,"2017-06-01","Croydon","E09000008",754049.4384,127.6335728,0.671227684,3.723021931,483500.6885,127.6979131,0.963403872,3.149051756,356078.3793,127.5955498,1.326608312,2.533509245,281855.2062,131.3447152,1.271326422,5.653837355,468870.9281
102548,"2017-07-01","Croydon","E09000008",759590.9791,128.5715572,0.73490415,2.859090488,489344.5102,129.2413314,1.208648044,2.844124223,359964.8862,128.9882234,1.091475127,2.290658182,284741.6662,132.6898076,1.024093207,5.040093657,473410.510425
102937,"2017-08-01","Croydon","E09000008",764889.1628,129.46835,0.697504822,1.469273038,491389.2543,129.7813711,0.417853693,1.555929317,362319.7863,129.8320679,0.654202701,1.404859053,284660.1808,132.6518353,-0.028617297,3.48418398,475814.59605
103333,"2017-09-01","Croydon","E09000008",770236.1389,130.3734016,0.699052413,2.22469773,493625.7372,130.3720511,0.455134684,1.96759787,362758.3683,129.9892274,0.121048325,1.796750863,284430.9752,132.5450253,-0.080519043,3.666696344,477762.8049
103737,"2017-10-01","Croydon","E09000008",767021.3668,129.8292558,-0.417374882,1.770323005,490587.0795,129.5695078,-0.615579266,1.574889941,359805.4946,128.9311077,-0.814005682,1.546799987,281449.2521,131.1555404,-1.048311642,2.734678321,474715.79825
104150,"2017-11-01","Croydon","E09000008",767835.2156,129.9670113,0.106105106,2.717210952,491570.1752,129.8291543,0.200391671,2.940373712,359661.3487,128.8794551,-0.040062165,3.027883366,281125.3229,131.0045892,-0.11509329,3.803420921,475048.0156
104543,"2017-12-01","Croydon","E09000008",764264.9685,129.3626963,-0.464975688,2.235859789,490479.3685,129.5410601,-0.221902525,2.98015249,359727.3008,128.9030881,0.018337277,3.317153075,279537.1299,130.2644902,-0.564941291,2.963981198,473502.191925
104936,"2018-01-01","Croydon","E09000008",759302.6017,128.5227452,-0.649299263,1.833241383,487730.5034,128.8150543,-0.56044459,2.70504818,357805.8421,128.2145611,-0.534143125,2.855158898,277922.8419,129.5122309,-0.577486075,2.32086307,470690.447275
105324,"2018-02-01","Croydon","E09000008",757663.5333,128.2453096,-0.21586498,0.990163648,485502.4487,128.2266002,-0.456820873,1.507437686,356402.7049,127.7117671,-0.392150462,1.448853712,277110.8823,129.1338572,-0.292152878,0.551507871,469169.8923
105719,"2018-03-01","Croydon","E09000008",748550.5922,126.702815,-1.202768864,-0.518524917,479785.9291,126.7168038,-1.177444032,0.030958338,351674.5651,126.0175065,-1.326628475,-0.175462164,273233.4435,127.3269681,-1.399237281,-1.458722287,463311.132475
